run,config,model,tier,loss,balance,fold,params,val_f1_all,val_f1_nobg,val_sens,val_spec,best_epoch,n_epochs,test_f1_all,test_f1_nobg,test_oa,test_tt_sens,test_tt_f1,latency_s
spectralformer_caf_ce_bal_fold1_vpfabelo,spectralformer_caf_ce_bal_vpfabelo,SpectralFormer-CAF,5,CE,bal,1,,70.78517709869665,63.44623088758679,82.06572963222708,95.55327072128043,10,25,70.67612806622897,69.11693252234329,78.38325660629906,61.53333333333333,43.4819021696459,
spectralformer_caf_ce_bal_fold2_vpfabelo,spectralformer_caf_ce_bal_vpfabelo,SpectralFormer-CAF,5,CE,bal,2,,90.24055738435786,87.90597631099538,91.10523662536143,98.10065061190748,22,37,75.5701358495596,74.89583122518141,81.95988561925815,66.95555555555556,51.28219675479405,
spectralformer_caf_ce_bal_fold3_vpfabelo,spectralformer_caf_ce_bal_vpfabelo,SpectralFormer-CAF,5,CE,bal,3,,73.13085984257684,68.09879835854429,76.92407831536566,96.22004962836567,13,28,68.4746575164048,68.4845112446708,76.78152061489789,64.06666666666668,35.14853496972406,
spectralformer_caf_ce_bal_fold4_vpfabelo,spectralformer_caf_ce_bal_vpfabelo,SpectralFormer-CAF,5,CE,bal,4,,78.22690406188393,72.72194083412731,84.39770662376507,96.53413978459956,21,36,71.42475444362825,69.97337721116841,79.08982133079154,64.97037037037036,43.655277107234404,
spectralformer_caf_ce_bal_fold5_vpfabelo,spectralformer_caf_ce_bal_vpfabelo,SpectralFormer-CAF,5,CE,bal,5,,78.43470384037158,75.38134837698108,77.32134594262143,96.65732748712837,14,29,69.76328962150447,68.78140692241722,77.6446490498692,64.0,42.46221894581644,
spectralformer_vit_ce_bal_fold1_vpfabelo,spectralformer_vit_ce_bal_vpfabelo,SpectralFormer-ViT,5,CE,bal,1,,65.06935313608338,56.42877677072436,75.89225522093123,94.08085820945034,17,32,69.9695338560245,66.84097051450033,78.44247500456306,64.14074074074074,41.86226401411685,
spectralformer_vit_ce_bal_fold2_vpfabelo,spectralformer_vit_ce_bal_vpfabelo,SpectralFormer-ViT,5,CE,bal,2,,89.75737412564709,87.12697855446251,90.0874769581556,98.16411090093463,28,43,75.65010414047124,73.52548114540564,82.73378085136588,67.4074074074074,51.61802660313679,
spectralformer_vit_ce_bal_fold3_vpfabelo,spectralformer_vit_ce_bal_vpfabelo,SpectralFormer-ViT,5,CE,bal,3,,72.05212484685575,66.90130111817503,76.123229225097,95.64869620712382,18,33,67.74851838667149,66.30255388464855,77.15995051613295,47.859259259259254,28.420612752105924,
spectralformer_vit_ce_bal_fold4_vpfabelo,spectralformer_vit_ce_bal_vpfabelo,SpectralFormer-ViT,5,CE,bal,4,,73.56546561751081,67.7637599320937,83.84283508173746,95.79083686799729,32,47,72.7011118017893,70.40278199042183,81.05863027033604,55.659259259259265,42.088164454153365,
spectralformer_vit_ce_bal_fold5_vpfabelo,spectralformer_vit_ce_bal_vpfabelo,SpectralFormer-ViT,5,CE,bal,5,,77.22643138950399,73.6799478564921,76.69331367164148,97.03702836282562,7,22,67.98165098457206,66.14005838929712,77.46942748788254,50.770370370370365,32.31342228089199,
spectralformer_vit_ufl_bal_fold1_vpfabelo,spectralformer_vit_ufl_bal_vpfabelo,SpectralFormer-ViT,5,UFL,bal,1,,67.04876242461833,58.993746102002355,81.1701426291101,94.87156476166315,38,53,69.54708211886523,68.74644217292813,77.82189863919365,59.46666666666667,37.7326565143824,
spectralformer_vit_ufl_bal_fold2_vpfabelo,spectralformer_vit_ufl_bal_vpfabelo,SpectralFormer-ViT,5,UFL,bal,2,,90.41392537395747,88.04826391818787,91.80501667726237,98.23969327421413,38,40,74.79209800942714,72.43832654551444,82.56667139873045,62.49629629629629,46.67385832434376,
spectralformer_vit_ufl_bal_fold3_vpfabelo,spectralformer_vit_ufl_bal_vpfabelo,SpectralFormer-ViT,5,UFL,bal,3,,67.92961363131747,65.06631724638586,71.40997449639436,94.12385269248081,20,35,67.86960241511505,66.49935595852789,77.18550366058935,51.888888888888886,32.960052698442574,
spectralformer_vit_ufl_bal_fold4_vpfabelo,spectralformer_vit_ufl_bal_vpfabelo,SpectralFormer-ViT,5,UFL,bal,4,,72.44602503319683,66.5849094826534,82.45212390965129,95.1990659065035,30,45,67.27446109881043,65.62919269550433,76.68539211908576,50.94814814814816,28.199503905208996,
spectralformer_vit_ufl_bal_fold5_vpfabelo,spectralformer_vit_ufl_bal_vpfabelo,SpectralFormer-ViT,5,UFL,bal,5,,78.8202527059704,75.54943876272176,78.87904552685379,97.0605903416218,23,38,70.43934081197646,68.88029998430709,78.14881664604839,71.6,44.30896172358469,
